Weather_Condition,Road_Type,Road_Condition,Speed_Limit,Time_of_Day,Vehicle_Type,Driver_Age,State,City,Accident_Severity
Fog,Rural Road,Wet,120,Night,Bus,43.0,Haryana,Panchkula,Fatal
Rain,City Street,Potholes,60,Afternoon,Truck,42.0,Maharashtra,Nashik,Minor
Snow,Highway,Hill Area,150,Afternoon,Truck,34.0,Karnataka,Hubli,Fatal
Fog,Rural Road,Hill Area,35,Night,Truck,36.0,Delhi,South West Delhi,Fatal
Snow,Highway,Potholes,200,Afternoon,Motorcycle,50.0,Haryana,Palwal,Fatal
Clear,City Street,Potholes,45,Morning,Bus,27.0,Tamil Nadu,Coimbatore,Minor
Rain,City Street,Normal,45,Night,Motorcycle,41.0,Maharashtra,Mumbai,Fatal
Rain,Highway,Potholes,80,Night,Truck,32.0,Tamil Nadu,Coimbatore,Fatal
Clear,Rural Road,Potholes,55,Evening,Truck,32.0,Maharashtra,Nagpur,Minor
Clear,Highway,Hill Area,70,Morning,Motorcycle,48.0,Uttar Pradesh,Basti,Fatal
Rain,Rural Road,Potholes,90,Afternoon,Bus,,Karnataka,Mysuru,Moderate
Fog,City Street,Hill Area,80,Morning,Car,44.0,Karnataka,Mangaluru,Fatal
Fog,City Street,Potholes,80,Morning,Car,50.0,Uttar Pradesh,Muzaffarnagar,Severe
Clear,Rural Road,Hill Area,55,Afternoon,Bus,35.0,Haryana,Panchkula,Moderate
Snow,City Street,Wet,25,Night,Motorcycle,43.0,Uttar Pradesh,Auraiya,Fatal
Fog,Highway,Normal,150,Afternoon,Bus,31.0,Karnataka,Bengaluru,Fatal
Rain,Rural Road,Potholes,55,Afternoon,Motorcycle,38.0,Delhi,West Delhi,Severe
Clear,City Street,Wet,80,Morning,Bus,33.0,Uttar Pradesh,Jaunpur,Moderate
Fog,Rural Road,Normal,35,Morning,Car,36.0,Haryana,Panchkula,Minor
Rain,Rural Road,Hill Area,35,Morning,Car,42.0,Uttar Pradesh,Kanpur Nagar,Severe
Rain,City Street,Normal,25,Afternoon,Bus,25.0,Delhi,East Delhi,Minor
Snow,City Street,Wet,25,Night,Truck,60.0,Uttar Pradesh,Bijnor,Severe
Rain,City Street,Potholes,30,Afternoon,Truck,22.0,Karnataka,Hubli,Minor
Clear,Highway,Normal,70,Night,Motorcycle,20.0,Karnataka,Mangaluru,Fatal
Snow,Rural Road,Normal,120,Afternoon,Motorcycle,48.0,Uttar Pradesh,Ambedkar Nagar,Fatal
Rain,Rural Road,Wet,45,Night,Motorcycle,44.0,Uttar Pradesh,Auraiya,Fatal
Fog,Highway,Wet,120,Night,Car,42.0,Tamil Nadu,Chennai,Fatal
Rain,City Street,Hill Area,25,Evening,Truck,42.0,Karnataka,Bengaluru,Severe
Clear,City Street,Wet,80,Morning,Car,34.0,Karnataka,Mangaluru,Moderate
Fog,Rural Road,Hill Area,55,Morning,Truck,24.0,Maharashtra,Mumbai,Fatal
Rain,Highway,Potholes,80,Night,Car,35.0,Maharashtra,Nashik,Fatal
Rain,Highway,Hill Area,100,Morning,Bus,26.0,Tamil Nadu,Chennai,Fatal
Clear,Highway,Wet,220,Morning,Truck,46.0,Karnataka,Mangaluru,Fatal
Rain,City Street,Wet,45,Evening,Car,33.0,Delhi,North West Delhi,Moderate
Clear,City Street,Normal,25,Night,Bus,25.0,Tamil Nadu,Madurai,Moderate
Rain,City Street,Wet,30,Evening,Car,31.0,Tamil Nadu,Chennai,Moderate
Clear,Highway,Wet,70,Morning,Bus,39.0,Maharashtra,Nashik,Moderate
Clear,Rural Road,Hill Area,120,Afternoon,Motorcycle,28.0,Haryana,Nuh,Fatal
Snow,Highway,Potholes,220,Morning,Car,25.0,Haryana,Jhajjar,Fatal
Fog,Highway,Hill Area,220,Evening,Motorcycle,37.0,Maharashtra,Mumbai,Fatal
Clear,City Street,Wet,45,Evening,Motorcycle,37.0,Uttar Pradesh,Ghazipur,Severe
Fog,Highway,Wet,80,Afternoon,Car,28.0,Karnataka,Bengaluru,Fatal
Clear,City Street,Normal,60,Night,Motorcycle,29.0,Delhi,North Delhi,Severe
Fog,City Street,Normal,30,Afternoon,Motorcycle,37.0,Delhi,Central Delhi,Severe
Snow,City Street,Normal,25,Morning,Truck,17.0,Uttar Pradesh,Maharajganj,Moderate
Fog,Rural Road,Wet,70,Afternoon,Motorcycle,18.0,Maharashtra,Nagpur,Fatal
Snow,City Street,Potholes,60,Afternoon,Car,26.0,Haryana,Fatehabad,Moderate
,Highway,Wet,65,Night,Bus,32.0,Maharashtra,Nashik,Fatal
Rain,City Street,Potholes,30,Night,Motorcycle,38.0,Delhi,East Delhi,Fatal
Clear,Highway,Potholes,120,Afternoon,Car,52.0,Uttar Pradesh,Ghazipur,Fatal
Clear,Rural Road,Potholes,70,Evening,Truck,45.0,Delhi,Shahdara,Minor
Clear,City Street,Normal,30,Afternoon,Car,33.0,Delhi,Central Delhi,Minor
Rain,City Street,Potholes,25,Morning,Motorcycle,34.0,Delhi,Central Delhi,Severe
Fog,Highway,Normal,55,Evening,Car,22.0,Delhi,South Delhi,Moderate
Fog,Rural Road,Hill Area,45,Night,Car,34.0,Karnataka,Hubli,Fatal
Rain,Highway,Potholes,80,Evening,Bus,31.0,Haryana,Bhiwani,Fatal
Fog,City Street,Hill Area,30,Morning,Car,38.0,Maharashtra,Nashik,Severe
Rain,Rural Road,Wet,70,Morning,Bus,25.0,Uttar Pradesh,Kaushambi,Moderate
Snow,Rural Road,Potholes,55,Night,Motorcycle,41.0,Haryana,Ambala,Fatal
Clear,City Street,Normal,30,Night,Motorcycle,53.0,Tamil Nadu,Coimbatore,Severe
Rain,Rural Road,Wet,70,Evening,Car,33.0,Haryana,Rohtak,Moderate
Rain,Highway,Wet,120,Evening,Motorcycle,39.0,Tamil Nadu,Chennai,Fatal
Rain,City Street,Potholes,25,Afternoon,Bus,43.0,Delhi,East Delhi,Minor
Rain,Highway,Hill Area,70,Morning,Motorcycle,30.0,Tamil Nadu,Coimbatore,Fatal
Rain,City Street,Normal,25,Morning,Truck,37.0,Tamil Nadu,Coimbatore,Minor
Clear,City Street,Hill Area,30,Morning,Motorcycle,35.0,Maharashtra,Nagpur,Severe
Fog,Rural Road,Hill Area,120,Evening,Truck,36.0,Uttar Pradesh,Sonbhadra,Fatal
Rain,Rural Road,Wet,45,Night,Motorcycle,25.0,Uttar Pradesh,Hathras,Fatal
Clear,Rural Road,Hill Area,90,Morning,Truck,35.0,Tamil Nadu,Madurai,Severe
Clear,City Street,Wet,35,Evening,Car,40.0,Haryana,Kurukshetra,Minor
Clear,Rural Road,Potholes,45,Night,Car,52.0,Maharashtra,Pune,Moderate
Snow,City Street,Normal,80,Morning,Car,46.0,Karnataka,Hubli,Severe
Rain,City Street,Hill Area,25,Night,Motorcycle,60.0,Tamil Nadu,Salem,Fatal
Rain,Highway,Hill Area,120,Morning,Car,25.0,Maharashtra,Mumbai,Fatal
Clear,Highway,Potholes,220,Afternoon,Bus,45.0,Haryana,Charkhi Dadri,Fatal
Snow,Rural Road,Hill Area,90,Morning,Bus,37.0,Uttar Pradesh,Chandauli,Fatal
Rain,Highway,Normal,220,Evening,Truck,61.0,Haryana,Nuh,Fatal
Snow,City Street,Wet,30,Morning,Car,25.0,Karnataka,Hubli,Moderate
Snow,Highway,Hill Area,80,Morning,Motorcycle,24.0,Uttar Pradesh,Raebareli,Fatal
Clear,Highway,Wet,100,Evening,Car,27.0,Karnataka,Bengaluru,Fatal
Fog,City Street,Potholes,45,Morning,Bus,16.0,Haryana,Kurukshetra,Severe
Rain,City Street,Normal,30,Evening,Bus,28.0,Karnataka,Mangaluru,Minor
Clear,Highway,Normal,80,Morning,Motorcycle,25.0,Tamil Nadu,Salem,Severe
Fog,Rural Road,Hill Area,35,Night,Truck,36.0,Karnataka,Mangaluru,Fatal
Clear,Rural Road,Wet,45,Morning,Bus,39.0,Haryana,Gurugram,Minor
Rain,Highway,Hill Area,70,Morning,Bus,57.0,Haryana,Sonipat,Fatal
Snow,Rural Road,Normal,90,Morning,Bus,46.0,Tamil Nadu,Salem,Moderate
Snow,Rural Road,Hill Area,45,Morning,Bus,28.0,Delhi,Shahdara,Severe
Clear,Highway,Normal,150,Evening,Motorcycle,24.0,Karnataka,Mangaluru,Fatal
Fog,Highway,Wet,150,Evening,Bus,40.0,Haryana,Sirsa,Fatal
Fog,City Street,Wet,25,Morning,Bus,19.0,Maharashtra,Nagpur,Severe
Snow,City Street,Potholes,35,Night,Car,56.0,Haryana,Fatehabad,Severe
Snow,City Street,Hill Area,45,Morning,Truck,49.0,Karnataka,Mysuru,Severe
Snow,Highway,Wet,150,Morning,Motorcycle,29.0,Uttar Pradesh,Sambhal,Fatal
Clear,Highway,Wet,200,Afternoon,Car,16.0,Haryana,Bhiwani,Fatal
Snow,Rural Road,Wet,120,Evening,Motorcycle,51.0,Karnataka,Hubli,Fatal
Clear,Highway,Potholes,220,Night,Bus,33.0,Haryana,Panchkula,Fatal
Snow,Highway,Potholes,55,Morning,Motorcycle,49.0,Delhi,Shahdara,Fatal
Rain,Highway,Wet,220,Afternoon,Motorcycle,16.0,Uttar Pradesh,Mainpuri,Fatal
,City Street,Wet,60,Afternoon,Car,27.0,Haryana,Jind,Minor
Snow,City Street,Hill Area,45,Evening,Bus,35.0,Maharashtra,Pune,Fatal
Fog,Rural Road,Normal,55,Morning,Motorcycle,35.0,Tamil Nadu,Madurai,Severe
Fog,Highway,Potholes,100,Evening,Motorcycle,29.0,Maharashtra,Nagpur,Fatal
Rain,Rural Road,Wet,120,Morning,Bus,42.0,Uttar Pradesh,Jhansi,Severe
Clear,Rural Road,Hill Area,70,Evening,Motorcycle,22.0,Karnataka,Hubli,Fatal
Rain,City Street,Wet,30,Night,Motorcycle,33.0,Tamil Nadu,Madurai,Fatal
Snow,Highway,Hill Area,70,Afternoon,Motorcycle,36.0,Uttar Pradesh,Sonbhadra,Fatal
Clear,Highway,Potholes,120,Afternoon,Motorcycle,41.0,Karnataka,Mangaluru,Fatal
Snow,City Street,Normal,60,Night,Car,,Uttar Pradesh,Varanasi,Moderate
Fog,Highway,Normal,70,Night,Motorcycle,21.0,Karnataka,Bengaluru,Fatal
Rain,City Street,Hill Area,25,Night,Truck,16.0,Maharashtra,Pune,Fatal
Snow,Rural Road,Wet,55,Evening,Car,50.0,Delhi,South Delhi,Moderate
Rain,Rural Road,Wet,70,Night,Car,38.0,Haryana,Sirsa,Severe
Fog,City Street,Hill Area,30,Night,Car,26.0,Delhi,South East Delhi,Fatal
Clear,City Street,Wet,30,Morning,Car,53.0,Uttar Pradesh,Ghazipur,Minor
Snow,Highway,Normal,55,Night,Motorcycle,36.0,Haryana,Charkhi Dadri,Fatal
,City Street,Potholes,35,Night,Truck,49.0,Maharashtra,Nashik,Severe
Rain,City Street,Normal,30,Afternoon,Truck,35.0,Uttar Pradesh,Basti,Minor
Rain,Highway,Potholes,220,Morning,Bus,59.0,Uttar Pradesh,Gonda,Fatal
Clear,Rural Road,Normal,70,Morning,Car,56.0,Uttar Pradesh,Barabanki,Minor
Fog,Highway,Potholes,55,Night,Truck,32.0,Haryana,Yamunanagar,Fatal
Fog,Rural Road,Normal,90,Evening,Truck,46.0,Karnataka,Bengaluru,Severe
Snow,Highway,Normal,100,Night,Truck,42.0,Tamil Nadu,Coimbatore,Fatal
Snow,Rural Road,Hill Area,70,Evening,Truck,51.0,Delhi,South East Delhi,Severe
Fog,City Street,Wet,25,Morning,Car,23.0,Uttar Pradesh,Ballia,Moderate
Rain,Highway,Normal,200,Morning,Motorcycle,43.0,Uttar Pradesh,Gautam Buddha Nagar,Fatal
Snow,City Street,Normal,35,Morning,Truck,47.0,Delhi,North East Delhi,Moderate
Fog,Rural Road,Normal,120,Morning,Car,16.0,Delhi,New Delhi,Fatal
Snow,City Street,Hill Area,30,Evening,Car,20.0,Maharashtra,Nagpur,Severe
Fog,City Street,Hill Area,45,Evening,Bus,16.0,Uttar Pradesh,Raebareli,Severe
Clear,Highway,Normal,200,Afternoon,Car,,Karnataka,Hubli,Severe
Fog,City Street,Normal,45,Afternoon,Bus,43.0,Karnataka,Bengaluru,Severe
Clear,Highway,Potholes,80,Evening,Car,,Uttar Pradesh,Shamli,Severe
Clear,City Street,Wet,30,Night,Motorcycle,35.0,Uttar Pradesh,Lucknow,Fatal
Clear,Rural Road,Wet,70,Night,Bus,54.0,Haryana,Charkhi Dadri,Severe
Rain,City Street,Potholes,45,Morning,Truck,18.0,Tamil Nadu,Salem,Minor
Clear,City Street,Hill Area,35,Night,Car,16.0,Karnataka,Hubli,Severe
Fog,Rural Road,Normal,90,Morning,Bus,34.0,Karnataka,Bengaluru,Severe
Clear,Rural Road,Potholes,35,Afternoon,Bus,39.0,Maharashtra,Nagpur,Minor
Fog,City Street,Hill Area,80,Evening,Bus,34.0,Delhi,East Delhi,Fatal
Clear,City Street,Potholes,25,Evening,Motorcycle,16.0,Uttar Pradesh,Banda,Severe
Fog,Highway,Hill Area,80,Morning,Motorcycle,33.0,Tamil Nadu,Coimbatore,Fatal
Fog,Highway,Hill Area,55,Afternoon,Motorcycle,19.0,Delhi,Shahdara,Fatal
Fog,City Street,Wet,60,Night,Car,43.0,Tamil Nadu,Chennai,Fatal
Fog,Rural Road,Wet,120,Afternoon,Truck,39.0,Delhi,Shahdara,Fatal
Fog,City Street,Wet,45,Evening,Bus,23.0,Maharashtra,Nagpur,Moderate
Rain,City Street,Potholes,60,Evening,Truck,28.0,Haryana,Hisar,Moderate
Snow,Rural Road,Wet,55,Afternoon,Motorcycle,22.0,Uttar Pradesh,Barabanki,Fatal
Fog,Rural Road,Potholes,35,Night,Car,34.0,Tamil Nadu,Chennai,Fatal
Rain,Highway,Normal,100,Afternoon,Motorcycle,46.0,Haryana,Kaithal,Fatal
Clear,Rural Road,Potholes,35,Afternoon,Car,23.0,Maharashtra,Nashik,Minor
Fog,Highway,Potholes,120,Morning,Bus,41.0,Karnataka,Hubli,Fatal
Clear,Rural Road,Potholes,120,Afternoon,Bus,28.0,Haryana,Sonipat,Severe
Rain,Rural Road,Wet,35,Evening,Bus,,Haryana,Yamunanagar,Minor
Rain,Rural Road,Normal,90,Night,Car,33.0,Karnataka,Mangaluru,Severe
Rain,Highway,Potholes,55,Morning,Motorcycle,22.0,Karnataka,Mysuru,Severe
Snow,Rural Road,Normal,35,Evening,Bus,28.0,Tamil Nadu,Madurai,Moderate
Rain,Highway,Normal,65,Afternoon,Bus,20.0,Tamil Nadu,Salem,Severe
Rain,Highway,Potholes,220,Evening,Motorcycle,58.0,Maharashtra,Pune,Fatal
Clear,Highway,Potholes,55,Night,Truck,35.0,Uttar Pradesh,Ghazipur,Severe
Fog,Highway,Hill Area,120,Evening,Motorcycle,26.0,Delhi,South East Delhi,Fatal
Fog,Highway,Potholes,65,Afternoon,Motorcycle,37.0,Tamil Nadu,Chennai,Fatal
Clear,Rural Road,Normal,35,Afternoon,Truck,33.0,Uttar Pradesh,Mau,Minor
Fog,Rural Road,Normal,35,Afternoon,Car,32.0,Karnataka,Mangaluru,Minor
Clear,Highway,Wet,100,Evening,Car,42.0,Tamil Nadu,Coimbatore,Severe
Fog,City Street,Hill Area,80,Night,Motorcycle,44.0,Delhi,Shahdara,Fatal
Clear,Rural Road,Normal,55,Morning,Car,28.0,Maharashtra,Mumbai,Moderate
Clear,City Street,Hill Area,45,Night,Bus,28.0,Uttar Pradesh,Ambedkar Nagar,Severe
Rain,Highway,Hill Area,55,Evening,Truck,31.0,Maharashtra,Nagpur,Severe
Clear,Highway,Normal,120,Night,Car,16.0,Maharashtra,Pune,Fatal
Fog,Rural Road,Wet,55,Afternoon,Truck,16.0,Haryana,Sirsa,Moderate
Clear,Highway,Normal,100,Night,Car,51.0,Maharashtra,Mumbai,Fatal
Rain,Rural Road,Hill Area,120,Evening,Motorcycle,54.0,Haryana,Yamunanagar,Fatal
Clear,City Street,Normal,35,Afternoon,Motorcycle,32.0,Karnataka,Hubli,Moderate
,Rural Road,Potholes,55,Evening,Bus,41.0,Haryana,Ambala,Minor
Rain,Rural Road,Hill Area,120,Evening,Motorcycle,38.0,Haryana,Yamunanagar,Fatal
Fog,City Street,Hill Area,30,Evening,Motorcycle,71.0,Karnataka,Bengaluru,Fatal
Snow,Highway,Wet,55,Evening,Car,48.0,Uttar Pradesh,Baghpat,Severe
Fog,Rural Road,Wet,120,Morning,Motorcycle,33.0,Tamil Nadu,Salem,Fatal
Snow,City Street,Wet,45,Evening,Truck,23.0,Karnataka,Bengaluru,Severe
Clear,Rural Road,Wet,45,Afternoon,Truck,16.0,Karnataka,Mysuru,Minor
Fog,City Street,Normal,35,Afternoon,Bus,37.0,Haryana,Charkhi Dadri,Moderate
Rain,Highway,Wet,55,Evening,Bus,25.0,Karnataka,Hubli,Moderate
Snow,Highway,Potholes,120,Evening,Truck,17.0,Karnataka,Hubli,Fatal
Snow,City Street,Wet,45,Night,Motorcycle,27.0,Maharashtra,Nashik,Fatal
Rain,City Street,Wet,30,Afternoon,Car,22.0,Tamil Nadu,Madurai,Minor
Rain,Highway,Potholes,65,Morning,Truck,55.0,Karnataka,Mangaluru,Severe
Fog,City Street,Wet,25,Afternoon,Bus,45.0,Delhi,North Delhi,Moderate
Rain,Highway,Normal,70,Afternoon,Car,34.0,Haryana,Jind,Severe
Clear,Rural Road,Potholes,70,Morning,Truck,52.0,Karnataka,Hubli,Minor
Rain,City Street,Wet,35,Afternoon,Motorcycle,35.0,Haryana,Yamunanagar,Severe
Clear,Highway,Hill Area,80,Night,Truck,24.0,Delhi,Central Delhi,Fatal
Rain,Rural Road,Normal,90,Afternoon,Bus,53.0,Tamil Nadu,Chennai,Severe
Clear,City Street,Wet,35,Morning,Bus,41.0,Tamil Nadu,Salem,Minor
Fog,Highway,Hill Area,150,Night,Motorcycle,22.0,Tamil Nadu,Chennai,Fatal
Snow,City Street,Wet,35,Morning,Motorcycle,32.0,Tamil Nadu,Salem,Severe
Clear,Rural Road,Normal,120,Morning,Car,24.0,Karnataka,Mysuru,Moderate
Fog,City Street,Normal,35,Afternoon,Bus,18.0,Uttar Pradesh,Varanasi,Moderate
Fog,Rural Road,Potholes,90,Evening,Bus,46.0,Haryana,Nuh,Severe
Rain,City Street,Hill Area,80,Evening,Motorcycle,57.0,Tamil Nadu,Madurai,Fatal
Rain,Rural Road,Normal,35,Afternoon,Bus,18.0,Uttar Pradesh,Bulandshahr,Minor
Fog,City Street,Normal,25,Afternoon,Bus,41.0,Uttar Pradesh,Agra,Minor
Fog,Rural Road,Hill Area,55,Morning,Car,,Maharashtra,Pune,Severe
Clear,Rural Road,Hill Area,45,Night,Motorcycle,29.0,Uttar Pradesh,Ayodhya,Fatal
Fog,Highway,Wet,220,Evening,Truck,27.0,Delhi,South West Delhi,Fatal
Rain,Rural Road,Normal,45,Evening,Truck,24.0,Uttar Pradesh,Agra,Minor
Snow,City Street,Potholes,60,Night,Bus,35.0,Tamil Nadu,Coimbatore,Severe
Clear,Highway,Potholes,80,Evening,Motorcycle,25.0,Maharashtra,Pune,Fatal
Fog,Rural Road,Normal,90,Evening,Truck,38.0,Karnataka,Bengaluru,Severe
Snow,City Street,Normal,45,Evening,Motorcycle,34.0,Uttar Pradesh,Mirzapur,Severe
Rain,City Street,Hill Area,35,Night,Car,32.0,Karnataka,Bengaluru,Fatal
Fog,Rural Road,Wet,90,Afternoon,Motorcycle,24.0,Karnataka,Mangaluru,Fatal
Snow,Highway,Potholes,65,Morning,Bus,28.0,Uttar Pradesh,Kanpur Nagar,Severe
Fog,City Street,Potholes,30,Afternoon,Motorcycle,44.0,Haryana,Yamunanagar,Fatal
Rain,Highway,Wet,80,Evening,Truck,41.0,Haryana,Hisar,Fatal
Rain,Highway,Normal,220,Morning,Bus,23.0,Tamil Nadu,Chennai,Fatal
,City Street,Potholes,60,Night,Motorcycle,36.0,Karnataka,Mysuru,Fatal
Fog,Highway,Wet,220,Morning,Bus,44.0,Karnataka,Bengaluru,Fatal
Fog,Rural Road,Wet,70,Night,Car,16.0,Uttar Pradesh,Shahjahanpur,Fatal
Clear,Highway,Wet,100,Night,Car,41.0,Maharashtra,Nagpur,Fatal
Snow,Highway,Potholes,200,Night,Motorcycle,27.0,Maharashtra,Pune,Fatal
Rain,City Street,Potholes,30,Evening,Bus,41.0,Maharashtra,Nashik,Minor
Rain,Highway,Potholes,70,Afternoon,Bus,25.0,Karnataka,Mysuru,Moderate
Fog,Highway,Wet,220,Night,Bus,,Haryana,Sonipat,Fatal
Fog,City Street,Potholes,25,Morning,Bus,16.0,Delhi,New Delhi,Severe
Snow,City Street,Normal,35,Night,Motorcycle,35.0,Maharashtra,Nagpur,Fatal
Snow,Highway,Hill Area,220,Morning,Motorcycle,38.0,Uttar Pradesh,Etawah,Fatal
Snow,City Street,Potholes,60,Night,Bus,24.0,Delhi,Shahdara,Severe
Fog,Rural Road,Wet,35,Afternoon,Motorcycle,42.0,Karnataka,Hubli,Severe
Rain,City Street,Wet,80,Evening,Motorcycle,16.0,Uttar Pradesh,Hathras,Fatal
Fog,City Street,Hill Area,30,Evening,Bus,34.0,Karnataka,Mysuru,Moderate
Rain,Rural Road,Wet,70,Evening,Car,20.0,Haryana,Gurugram,Moderate
Clear,Highway,Hill Area,65,Morning,Car,27.0,Karnataka,Bengaluru,Fatal
Rain,Highway,Hill Area,200,Evening,Truck,35.0,Haryana,Kaithal,Fatal
Rain,Rural Road,Wet,55,Morning,Car,24.0,Uttar Pradesh,Kaushambi,Moderate
Fog,Rural Road,Potholes,45,Night,Truck,30.0,Uttar Pradesh,Siddharthnagar,Severe
Fog,Rural Road,Potholes,35,Evening,Bus,47.0,Tamil Nadu,Coimbatore,Moderate
Snow,City Street,Hill Area,25,Evening,Truck,28.0,Maharashtra,Mumbai,Fatal
Snow,City Street,Hill Area,25,Morning,Bus,45.0,Karnataka,Mangaluru,Severe
Snow,Rural Road,Wet,90,Morning,Motorcycle,21.0,Haryana,Nuh,Fatal
Fog,Highway,Wet,65,Night,Bus,41.0,Haryana,Jind,Fatal
Rain,Rural Road,Potholes,35,Evening,Motorcycle,52.0,Karnataka,Mysuru,Moderate
Rain,City Street,Normal,30,Night,Bus,16.0,Maharashtra,Nashik,Severe
Clear,Highway,Normal,100,Morning,Truck,25.0,Delhi,North East Delhi,Moderate
Fog,Rural Road,Normal,70,Afternoon,Car,41.0,Haryana,Ambala,Moderate
Snow,City Street,Potholes,35,Night,Motorcycle,,Karnataka,Bengaluru,Fatal
Rain,Highway,Potholes,70,Night,Car,39.0,Tamil Nadu,Salem,Severe
Snow,City Street,Normal,30,Morning,Truck,27.0,Karnataka,Hubli,Minor
Rain,City Street,Normal,35,Afternoon,Bus,36.0,Karnataka,Mangaluru,Minor
Clear,Rural Road,Normal,45,Evening,Bus,33.0,Uttar Pradesh,Jalaun,Minor
Clear,Rural Road,Wet,55,Morning,Truck,49.0,Uttar Pradesh,Meerut,Minor
Rain,City Street,Normal,60,Night,Truck,38.0,Delhi,Central Delhi,Moderate
Rain,City Street,Normal,80,Afternoon,Truck,39.0,Karnataka,Bengaluru,Severe
Clear,Highway,Potholes,80,Afternoon,Car,30.0,Haryana,Panchkula,Severe
Snow,City Street,Wet,35,Morning,Bus,29.0,Maharashtra,Pune,Moderate
Fog,Rural Road,Hill Area,45,Evening,Bus,29.0,Haryana,Rohtak,Severe
Snow,Rural Road,Hill Area,45,Evening,Truck,39.0,Delhi,South East Delhi,Severe
Snow,City Street,Potholes,45,Night,Car,29.0,Uttar Pradesh,Sambhal,Severe
Clear,Rural Road,Potholes,120,Afternoon,Motorcycle,38.0,Uttar Pradesh,Azamgarh,Fatal
,Rural Road,Hill Area,120,Afternoon,Motorcycle,59.0,Maharashtra,Nashik,Fatal
Clear,Highway,Normal,80,Morning,Truck,45.0,Haryana,Bhiwani,Moderate
Fog,Highway,Normal,220,Morning,Bus,31.0,Uttar Pradesh,Rampur,Fatal
Clear,City Street,Wet,45,Morning,Car,49.0,Haryana,Sonipat,Minor
Fog,Rural Road,Normal,90,Evening,Bus,30.0,Maharashtra,Mumbai,Fatal
Clear,Rural Road,Normal,35,Evening,Car,16.0,Haryana,Panipat,Minor
Rain,Rural Road,Hill Area,90,Afternoon,Truck,22.0,Tamil Nadu,Coimbatore,Severe
Fog,Rural Road,Normal,35,Evening,Bus,16.0,Uttar Pradesh,Mau,Moderate
Rain,Rural Road,Hill Area,55,Evening,Truck,30.0,Tamil Nadu,Salem,Moderate
Snow,City Street,Hill Area,60,Night,Motorcycle,35.0,Tamil Nadu,Coimbatore,Fatal
Fog,Rural Road,Potholes,35,Evening,Bus,55.0,Karnataka,Hubli,Moderate
Snow,Rural Road,Normal,45,Afternoon,Motorcycle,38.0,Delhi,North East Delhi,Severe
Snow,Highway,Potholes,120,Afternoon,Car,,Delhi,South Delhi,Fatal
Rain,City Street,Potholes,25,Afternoon,Truck,44.0,Maharashtra,Nagpur,Moderate
Rain,Rural Road,Normal,120,Evening,Bus,16.0,Haryana,Panchkula,Severe
Snow,Highway,Hill Area,150,Morning,Car,37.0,Maharashtra,Nagpur,Fatal
Clear,Highway,Normal,120,Night,Car,44.0,Maharashtra,Mumbai,Fatal
Snow,Rural Road,Wet,70,Afternoon,Car,17.0,Uttar Pradesh,Maharajganj,Severe
Rain,City Street,Potholes,25,Night,Truck,48.0,Haryana,Karnal,Severe
Clear,Rural Road,Hill Area,120,Evening,Car,39.0,Karnataka,Hubli,Fatal
Rain,City Street,Wet,30,Night,Bus,30.0,Uttar Pradesh,Unnao,Moderate
Rain,Highway,Potholes,65,Night,Motorcycle,42.0,Uttar Pradesh,Unnao,Fatal
Fog,City Street,Potholes,60,Evening,Truck,62.0,Maharashtra,Nagpur,Moderate
Snow,Highway,Potholes,80,Night,Truck,37.0,Karnataka,Bengaluru,Fatal
Snow,Highway,Normal,70,Morning,Car,37.0,Haryana,Sirsa,Severe
Clear,City Street,Normal,35,Evening,Bus,29.0,Karnataka,Bengaluru,Minor
Rain,Highway,Potholes,150,Night,Truck,24.0,Uttar Pradesh,Prayagraj,Fatal
Snow,Highway,Normal,55,Evening,Truck,44.0,Uttar Pradesh,Hamirpur,Severe
Clear,Highway,Hill Area,100,Evening,Motorcycle,24.0,Delhi,Central Delhi,Fatal
Rain,City Street,Normal,30,Evening,Bus,,Tamil Nadu,Chennai,Moderate
Fog,Rural Road,Normal,55,Morning,Truck,29.0,Tamil Nadu,Madurai,Moderate
Fog,Rural Road,Wet,55,Morning,Motorcycle,40.0,Uttar Pradesh,Kaushambi,Fatal
Rain,Rural Road,Potholes,90,Morning,Motorcycle,39.0,Karnataka,Bengaluru,Fatal
Rain,Highway,Potholes,220,Night,Truck,47.0,Delhi,Shahdara,Fatal
Fog,Highway,Wet,200,Night,Motorcycle,28.0,Tamil Nadu,Madurai,Fatal
Rain,Rural Road,Wet,70,Afternoon,Truck,31.0,Maharashtra,Pune,Moderate
Rain,City Street,Normal,80,Morning,Truck,23.0,Maharashtra,Pune,Moderate
Snow,City Street,Hill Area,30,Evening,Bus,29.0,Uttar Pradesh,Hapur,Severe
Clear,Highway,Wet,80,Morning,Motorcycle,39.0,Tamil Nadu,Coimbatore,Fatal
Clear,City Street,Normal,80,Night,Truck,44.0,Tamil Nadu,Salem,Moderate
Rain,City Street,Hill Area,30,Night,Truck,23.0,Haryana,Hisar,Severe
Fog,Highway,Potholes,80,Night,Truck,45.0,Uttar Pradesh,Etawah,Fatal
Rain,City Street,Hill Area,45,Evening,Bus,51.0,Haryana,Nuh,Moderate
Fog,Rural Road,Potholes,70,Night,Car,39.0,Tamil Nadu,Chennai,Fatal
Clear,Highway,Hill Area,80,Morning,Bus,57.0,Tamil Nadu,Chennai,Fatal
